authority_id,community
6,Norderfriedrichskoog
6,Nordstrand
6,Norstedt
6,Ockholm
6,Oevenum
6,Oldenswort
6,Oldersbek
6,Olderup
6,Oldsum
6,Ostenfeld (Husum)
6,Oster-Ohrstedt
6,Osterhever
6,Pellworm
6,Poppenbüll
6,Ramstedt
6,Rantrum
6,Reußenköge
6,Risum-Lindholm
6,Rodenäs
6,Sankt Peter-Ording
6,Schwabstedt
6,Schwesing
6,Seeth
6,Simonsberg
6,Sollwitt
6,Sönnebüll
6,Sprakebüll
6,Stadum
6,Stedesand
6,Struckum
6,Süderende
6,Süderhöft
6,Süderlügum
6,Südermarsch
6,Sylt
6,Tating
6,Tetenbüll
6,Tinningstedt
6,Tönning
6,Tümlauer Koog
6,Uelvesbüll
6,Uphusum
6,Utersum
6,Viöl
6,Vollerwiek
6,Vollstedt
6,Welt
6,Wenningstedt-Braderup (Sylt)
6,Wester-Ohrstedt
6,Westerhever
6,Westre
6,Winnert
6,Wisch
6,Witsum
6,Wittbek
6,Wittdün auf Amrum
6,Witzwort
6,Wobbenbüll
6,Wrixum
6,Wyk auf Föhr
7,Ahrensbök
7,Altenkrempe
7,Bad Schwartau
7,Beschendorf
7,Bosau
7,Dahme
7,Damlos
7,Eutin
7,Fehmarn
7,Göhl
7,Gremersdorf
7,Grömitz
7,Großenbrode
7,Grube
7,Harmsdorf
7,Heiligenhafen
7,Heringsdorf
7,Kabelhorst
7,Kasseedorf
7,Kellenhusen (Ostsee)
7,Lensahn
7,Malente
7,Manhagen
7,Neukirchen
7,Neustadt in Holstein
7,Oldenburg in Holstein
7,Ratekau
7,Riepsdorf
7,Scharbeutz
7,Schashagen
7,Schönwalde am Bungsberg
7,Sierksdorf
7,Stockelsdorf
7,Süsel
7,Timmendorfer Strand
7,Wangels
8,Appen
8,Barmstedt
8,Bevern
8,Bilsen
8,Bokel
8,Bokholt-Hanredder
8,Bönningstedt
8,Borstel-Hohenraden
8,Brande-Hörnerkirchen
8,Bullenkuhlen
8,Ellerbek
8,Ellerhoop
8,Elmshorn
8,Groß Nordende
8,Groß Offenseth-Aspern
8,Halstenbek
8,Haselau
8,Haseldorf
8,Hasloh
8,Heede
8,Heidgraben
8,Heist
8,Helgoland
8,Hemdingen
8,Hetlingen
8,Holm
8,Klein Nordende
8,Klein Offenseth-Sparrieshoop
8,Kölln-Reisiek
8,Kummerfeld
8,Langeln
8,Lutzhorn
8,Moorrege
8,Neuendeich
8,Osterhorn
8,Pinneberg
8,Prisdorf
9,Groß Vollstedt
9,Groß Wittensee
9,Güby
9,Haale
9,Haby
9,Hamdorf
9,Hamweddel
9,Hanerau-Hademarschen
9,Haßmoor
9,Heinkenborstel
9,Hoffeld
9,Hohenwestedt
9,Hohn
9,Holtsee
9,Holzbunge
9,Holzdorf
9,Hörsten
9,Hummelfeld
9,Hütten
9,Jahrsdorf
9,Jevenstedt
9,Karby
9,Klein Wittensee
9,Königshügel
9,Kosel
9,Krogaspe
9,Kronshagen
9,Krummwisch
9,Langwedel
9,Lindau
9,Lohe-Föhrden
9,Loop
9,Loose
9,Luhnstedt
9,Lütjenwestedt
9,Meezen
9,Melsdorf
9,Mielkendorf
9,Molfsee
9,Mörel
9,Mühbrook
9,Negenharrie
9,Neu Duvenstedt
9,Neudorf-Bornstein
9,Neuwittenbek
9,Nienborstel
9,Nindorf
9,Noer
9,Nortorf
9,Nübbel
9,Oldenbüttel
9,Oldenhütten
9,Osdorf
9,Ostenfeld (Rendsburg)
9,Osterby
9,Osterrönfeld
9,Osterstedt
9,Ottendorf
9,Owschlag
9,Padenstedt
9,Prinzenmoor
9,Quarnbek
9,Rade b. Hohenwestedt
9,Rade b. Rendsburg
9,Reesdorf
9,Remmels
9,Rendsburg
9,Rickert
9,Rieseby
9,Rodenbek
9,Rumohr
9,Schacht-Audorf
9,Schierensee
9,Schinkel
9,Schmalstede
9,Schönbek
9,Schönhorst
9,Schülldorf
9,Schülp b. Nortorf
9,Schülp b. Rendsburg
9,Schwedeneck
9,Seefeld
9,Sehestedt
9,Sophienhamm
9,Sören
9,Stafstedt
9,Steenfeld
9,Strande
9,Tackesdorf
9,Tappendorf
9,Techelsdorf
9,Thaden
9,Thumby
9,Timmaspe
9,Todenbüttel
9,Tüttendorf
9,Waabs
9,Wapelfeld
9,Warder
9,Wasbek
9,Wattenbek
9,Westensee
9,Westerrönfeld
9,Windeby
9,Winnemark
10,Ahneby
10,Alt Bennebek
10,Arnis
10,Ausacker
10,Bergenhusen
10,Böel
10,Böklund
10,Bollingstedt
10,Boren
10,Borgwedel
10,Börm
10,Böxlund
10,Brodersby-Goltoft
10,Busdorf
10,Dannewerk
10,Dollerup
10,Dörpstedt
10,Eggebek
10,Ellingstedt
10,Erfde
10,Esgrus
10,Fahrdorf
10,Freienwill
10,Gelting
10,Geltorf
10,Glücksburg (Ostsee)
10,Grödersby
10,Groß Rheide
10,Großenwiehe
10,Großsolt
10,Grundhof
10,Handewitt
10,Harrislee
10,Hasselberg
10,Havetoft
10,Hollingstedt
10,Holt
10,Hörup
10,Hürup
10,Husby
10,Hüsby
10,Idstedt
10,Jagel
10,Janneby
10,Jardelund
10,Jerrishoe
10,Jörl
10,Jübek
10,Kappeln
10,Klappholz
10,Klein Bennebek
10,Klein Rheide
10,Kronsgaard
10,Kropp
10,Langballig
10,Langstedt
10,Lindewitt
10,Loit
10,Lottorf
10,Lürschau
10,Maasbüll
10,Maasholm
10,Medelby
10,Meggerdorf
10,Meyn
10,Mittelangeln
10,Mohrkirch
10,Munkbrarup
10,Neuberend
10,Nieby
10,Niesgrau
10,Norderbrarup
11,Büttel
11,Christinenthal
11,Dägeling
11,Dammfleth
11,Drage
11,Ecklak
11,Elskop
11,Engelbrechtsche Wildnis
11,Fitzbek
11,Glückstadt
11,Grevenkop
11,Gribbohm
11,Hadenfeld
11,Heiligenstedten
11,Heiligenstedtenerkamp
11,Hennstedt
11,Herzhorn
11,Hingstheide
11,Hodorf
11,Hohenaspe
11,Hohenfelde
11,Hohenlockstedt
11,Holstenniendorf
11,Horst (Holstein)
11,Huje
11,Itzehoe
11,Kaaks
11,Kaisborstel
11,Kellinghusen
11,Kiebitzreihe
11,Kleve
11,Kollmar
11,Kollmoor
11,Krempdorf
11,Krempe
11,Kremperheide
11,Krempermoor
11,Kronsmoor
11,Krummendiek
11,Kudensee
11,Lägerdorf
11,Landrecht
11,Landscheide
11,Lockstedt
11,Lohbarbek
11,Looft
11,Mehlbek
11,Moordiek
11,Moorhusen
11,Mühlenbarbek
11,Münsterdorf
11,Neuenbrook
11,Neuendorf b. Elmshorn
11,Neuendorf-Sachsenbande
11,Nienbüttel
11,Nortorf
11,Nutteln
11,Oelixdorf
11,Oeschebüttel
11,Oldenborstel
11,Oldendorf
11,Ottenbüttel
11,Peissen
11,Pöschendorf
11,Poyenberg
11,Puls
11,Quarnstedt
11,Rade
11,Reher
11,Rethwisch
11,Rosdorf
11,Sankt Margarethen
11,Sarlhusen
11,Schenefeld
11,Schlotfeld
11,Silzen
11,Sommerland
11,Stördorf
11,Störkathen
11,Süderau
11,Vaale
11,Vaalermoor
11,Wacken
11,Warringholz
11,Westermoor
11,Wewelsfleth
11,Willenscharen
11,Wilster
11,Winseldorf
11,Wittenbergen
11,Wrist
11,Wulfsmoor
12,Ahrensburg
12,Ammersbek
12,Bad Oldesloe
12,Badendorf
12,Bargfeld-Stegen
12,Bargteheide
12,Barnitz
12,Barsbüttel
12,Braak
12,Brunsbek
12,Delingsdorf
12,Elmenhorst
12,Feldhorst
12,Glinde
12,Grabau
12,Grande
12,Grönwohld
12,Großensee
12,Großhansdorf
12,Hamberge
12,Hamfelde
12,Hammoor
12,Heidekamp
12,Heilshoop
12,Hohenfelde
12,Hoisdorf
12,Jersbek
12,Klein Wesenberg
12,Köthel
12,Lasbek
12,Lütjensee
12,Meddewade
12,Mönkhagen
12,Neritz
12,Nienwohld
12,Oststeinbek
12,Pölitz
12,Rausdorf
12,Rehhorst
12,Reinbek
12,Reinfeld (Holstein)
12,Rethwisch
12,Rümpel
12,Siek
12,Stapelfeld
12,Steinburg
12,Tangstedt
12,Todendorf
12,Travenbrück
12,Tremsbüttel
12,Trittau
12,Wesenberg
12,Westerau
12,Witzhave
12,Zarpen
13,Altona-Altstadt
13,Altona-Nord
13,Bahrenfeld
13,Blankenese
13,Eidelstedt
13,Eimsbüttel
13,Groß Flottbek
13,Hamburg
13,Iserbrook
13,Lurup
13,Nienstedten
13,Osdorf
13,Othmarschen
13,Ottensen
13,Rissen
13,Rotherbaum
13,St. Pauli
13,Sternschanze
13,Sülldorf
14,
14,Allermöhe
14,Altengamme
14,Bergedorf
14,Billbrook
14,Billwerder
14,Curslack
14,Hamburg
14,Kirchwerder
14,Lohbrügge
14,Moorfleet
14,Neuallermöhe
14,Neuengamme
15,Adenbüttel
15,Barwedel
15,Bergfeld
15,Bokensdorf
15,Brome
15,Calberlah
15,Dedelstorf
15,Didderse
15,Ehra-Lessien
15,Giebel
15,Gifhorn
15,Groß Oesingen
15,Hankensbüttel
15,Hillerse
15,Isenbüttel
15,Jembke
15,Leiferde
15,Meine
15,Meinersen
15,Müden (Aller)
15,Obernholz
15,Osloß
15,Parsau
15,Ribbesbüttel
15,Rötgesbüttel
15,Rühen
15,Sassenburg
15,Schönewörde
15,Schwülper
15,Sprakensehl
15,Steinhorst
15,Tappenbeck
15,Tiddische
15,Tülau
15,Ummern
15,Vordorf
15,Wagenhoff
15,Wahrenholz
15,Wasbüttel
15,Wesendorf
15,Weyhausen
15,Wittingen
16,Bad Harzburg
16,Braunlage
16,Clausthal-Zellerfeld
16,Goslar
16,Hahausen
16,Harz (Landkreis Goslar)
16,Langelsheim
16,Liebenburg
16,Lutter am Barenberge
16,Seesen
16,Wallmoden
17,Bahrdorf
17,Beierstedt
17,Brunsleberfeld
17,Danndorf
17,Frellstedt
17,Gevensleben
17,Grafhorst
17,Grasleben
17,Groß Twülpstedt
17,Helmstedt
17,Jerxheim
17,Königslutter am Elm
17,Lehre
17,Mariental
17,Querenhorst
17,Räbke
17,Rennau
17,Schöningen
17,Söllingen
17,Süpplingen
17,Süpplingenburg
17,Velpke
17,Warberg
17,Wolsdorf
18,Bad Gandersheim
18,Bodenfelde
18,Dassel
18,Einbeck
18,Hardegsen
18,Kalefeld
18,Katlenburg-Lindau
18,Moringen
18,Nörten-Hardenberg
18,Northeim
18,Solling (Landkreis Northeim)
18,Uslar
19,Edemissen
19,Hohenhameln
19,Ilsede
19,Lengede
19,Peine
19,Vechelde
19,Wendeburg
20,Baddeckenstedt
20,Börßum
20,Burgdorf
20,Cramme
20,Cremlingen
20,Dahlum
20,Denkte
20,Dettum
20,Dorstadt
20,Elbe
20,Erkerode
20,Evessen
20,Flöthe
20,Haverlah
20,Hedeper
20,Heere
20,Heiningen
20,Kissenbrück
20,Kneitlingen
20,Ohrum
20,Remlingen-Semmenstedt
20,Roklum
20,Schladen-Werla
20,Schöppenstedt
20,Sehlde
20,Sickte
20,Uehrde
20,Vahlberg
20,Veltheim (Ohe)
20,Winnigstedt
20,Wittmar
21,Aerzen
21,Bad Münder am Deister
21,Bad Pyrmont
21,Coppenbrügge
21,Emmerthal
21,Hameln
21,Hessisch Oldendorf
21,Salzhemmendorf
22,Alfeld (Leine)
22,Algermissen
22,Bad Salzdetfurth
22,Bockenem
22,Diekholzen
22,Duingen
22,Eime
22,Elze
22,Freden (Leine)
22,Giesen
22,Gronau (Leine)
22,Harsum
22,Hildesheim
22,Holle
22,Lamspringe
22,Nordstemmen
22,Sarstedt
22,Schellerten
22,Sibbesse
22,Söhlde
23,Arholzen
23,Bevern
23,Bodenwerder
23,Boffzen
23,Brevörde
23,Deensen
23,Delligsen
23,Derental
23,Dielmissen
23,Eimen
23,Eschershausen
23,Fürstenberg
23,Golmbach
23,Halle
23,Hehlen
23,Heinade
23,Heinsen
23,Heyen
23,Holenberg
23,Holzen
23,Holzminden
23,Kirchbrak
23,Lauenförde
23,Lenne
23,Lüerdissen
23,Negenborn
23,Ottenstein
23,Pegestorf
23,Polle
23,Stadtoldendorf
23,Vahlbruch
23,Wangelnstedt
24,Balge
24,Binnen
24,Bücken
24,Diepenau
24,Drakenburg
24,Estorf
24,Eystrup
24,Gandesbergen
24,Hämelhausen
24,Haßbergen
24,Hassel (Weser)
24,Heemsen
24,Hilgermissen
24,Hoya
24,Hoyerhagen
24,Husum
24,Landesbergen
24,Leese
24,Liebenau
24,Linsburg
24,Marklohe
24,Nienburg (Weser)
24,Pennigsehl
24,Raddestorf
24,Rehburg-Loccum
24,Rodewald
24,Rohrsen
24,Schweringen
24,Steimbke
24,Steyerberg
24,Stöckse
24,Stolzenau
24,Uchte
24,Warmsen
24,Warpe
24,Wietzen
25,Ahnsen
25,Apelern
25,Auetal
25,Auhagen
25,Bad Eilsen
25,Bad Nenndorf
25,Beckedorf
25,Buchholz
25,Bückeburg
25,Hagenburg
25,Haste
25,Heeßen
25,Helpsen
25,Hespe
25,Heuerßen
25,Hohnhorst
25,Hülsede
25,Lauenau
25,Lauenhagen
25,Lindhorst
25,Lüdersfeld
25,Luhden
25,Meerbeck
25,Messenkamp
26,Kirchgellersen
26,Lüdersburg
26,Lüneburg
26,Mechtersen
26,Melbeck
26,Nahrendorf
26,Neetze
26,Oldendorf (Luhe)
26,Radbruch
26,Rehlingen
26,Reinstorf
26,Reppenstedt
26,Rullstorf
26,Scharnebeck
26,Soderstorf
26,Südergellersen
26,Thomasburg
26,Tosterglope
26,Vastorf
26,Vögelsen
26,Wendisch Evern
26,Westergellersen
26,Wittorf
27,Axstedt
27,Grasberg
27,Hambergen
27,Holste
27,Lilienthal
27,Lübberstedt
27,Osterholz-Scharmbeck
27,Ritterhude
27,Schwanewede
27,Vollersode
27,Worpswede
28,Ahausen
28,Alfstedt
28,Anderlingen
28,Basdahl
28,Bötersen
28,Bothel
28,Breddorf
28,Bremervörde
28,Brockel
28,Bülstedt
28,Deinstedt
28,Ebersdorf
28,Elsdorf
28,Farven
28,Fintel
28,Gnarrenburg
28,Groß Meckelsen
28,Gyhum
28,Hamersen
28,Hassendorf
28,Heeslingen
28,Hellwege
28,Helvesiek
28,Hemsbünde
28,Hemslingen
28,Hepstedt
28,Hipstedt
28,Horstedt
28,Kalbe
28,Kirchtimke
28,Kirchwalsede
28,Klein Meckelsen
28,Lauenbrück
28,Lengenbostel
28,Oerel
28,Ostereistedt
28,Reeßum
28,Rhade
28,Rotenburg (Wümme)
28,Sandbostel
28,Scheeßel
28,Seedorf
28,Selsingen
28,Sittensen
28,Sottrum
28,Stemmen
28,Tarmstedt
28,Tiste
28,Vahlde
28,Vierden
28,Visselhövede
28,Vorwerk
28,Westertimke
28,Westerwalsede
28,Wilstedt
28,Wohnste
28,Zeven
29,Ahlden (Aller)
29,Bad Fallingbostel
29,Bispingen
29,Böhme
29,Bomlitz
29,Buchholz (Aller)
29,Eickeloh
29,Essel
29,Frankenfeld
29,Gilten
29,Grethem
29,Hademstorf
29,Häuslingen
29,Hodenhagen
29,Lindwedel
29,Munster
29,Neuenkirchen
29,Osterheide
29,Rethem (Aller)
29,Schneverdingen
29,Schwarmstedt
29,Soltau
29,Walsrode
29,Wietzendorf
30,Agathenburg
30,Ahlerstedt
30,Apensen
30,Balje
30,Bargstedt
30,Beckdorf
30,Bliedersdorf
30,Brest
30,Burweg
30,Buxtehude
30,Deinste
30,Dollern
30,Drochtersen
30,Düdenbüttel
30,Engelschoff
30,Estorf
30,Fredenbeck
30,Freiburg (Elbe)
30,Großenwörden
30,Grünendeich
30,Guderhandviertel
30,Hammah
30,Harsefeld
30,Heinbockel
30,Himmelpforten
30,Hollern-Twielenfleth
30,Horneburg
30,Jork
30,Kranenburg
30,Krummendeich
30,Kutenholz
30,Mittelnkirchen
30,Neuenkirchen
30,Nottensdorf
30,Oederquart
30,Oldendorf
30,Sauensiek
30,Stade
30,Steinkirchen
30,Wischhafen
32,Andervenne
32,Bawinkel
32,Beesten
32,Bockhorst
32,Börger
32,Breddenberg
32,Dersum
32,Dohren
32,Dörpen
32,Emsbüren
32,Esterwegen
32,Freren
32,Fresenburg
32,Geeste
32,Gersten
32,Groß Berßen
32,Handrup
32,Haren (Ems)
32,Haselünne
32,Heede
32,Herzlake
32,Hilkenbrook
32,Hüven
32,Klein Berßen
32,Kluse
32,Lähden
32,Lahn
32,Langen
32,Lathen
32,Lehe
32,Lengerich
32,Lingen (Ems)
32,Lorup
32,Lünne
32,Meppen
32,Messingen
32,Neubörger
32,Neulehe
32,Niederlangen
32,Oberlangen
32,Papenburg
32,Rastdorf
32,Renkenberge
32,Rhede (Ems)
32,Salzbergen
32,Schapen
32,Sögel
32,Spahnharrenstätte
32,Spelle
32,Stavern
32,Surwold
32,Sustrum
32,Thuine
32,Twist
32,Vrees
32,Walchum
32,Werlte
32,Werpeloh
32,Wettrup
32,Wippingen
33,Bockhorn
33,Jever
33,Sande
33,Schortens
33,Varel
33,Wangerland
33,Wangerooge
33,Zetel
34,Bad Bentheim
34,Emlichheim
34,Engden
34,Esche
34,Georgsdorf
34,Getelo
34,Gölenkamp
34,Halle
34,Hoogstede
34,Isterberg
34,Itterbeck
34,Laar
34,Lage
34,Neuenhaus
34,Nordhorn
34,Ohne
34,Osterwald
34,Quendorf
34,Ringe
34,Samern
34,Schüttorf
34,Uelsen
34,Wielen
34,Wietmarschen
34,Wilsum
35,Borkum
35,Brinkum
35,Bunde
35,Detern
35,Filsum
35,Firrel
35,Hesel
35,Holtland
35,Jemgum
35,Leer (Ostfriesland)
35,Moormerland
35,Neukamperfehn
35,Nortmoor
35,Ostrhauderfehn
35,Rhauderfehn
35,Schwerinsdorf
35,Uplengen
35,Weener
35,Westoverledingen
36,Beckeln
36,Colnrade
36,Dötlingen
36,Dünsen
36,Ganderkesee
36,Groß Ippener
36,Großenkneten
36,Harpstedt
36,Hatten
36,Hude (Oldb)
36,Kirchseelte
36,Prinzhöfte
36,Wardenburg
36,Wildeshausen
36,Winkelsett
37,Alfhausen
37,Ankum
37,Bad Essen
37,Bad Iburg
37,Bad Laer
37,Bad Rothenfelde
37,Badbergen
37,Belm
38,Götzen
38,Grebenau
38,Grebenhain
38,Groß-Eichen
38,Groß-Felda
38,Gunzenau
38,Haarhausen
38,Hainbach
38,Hartershausen
38,Hartmannshain
38,Hattendorf
38,Heblos
38,Heidelbach
38,Heimertshausen
38,Heisters
38,Helpershain
38,Hemmen
38,Herbstein
38,Herchenhain
38,Hergersdorf
38,Höckersdorf
38,Höingen
38,Holzmühl
38,Homberg
38,Homberg (Ohm)
38,Hopfgarten
38,Hopfmannsfeld
38,Hörgenau
38,Hutzdorf
38,Ilbeshausen
38,Ilsdorf
38,Kaulstoß
38,Kestrich
38,Kirtorf
38,Köddingen
38,Kölzenhain
38,Landenhausen
38,Lanzenhain
38,Lauterbach
38,Lauterbach (Hessen)
38,Lautertal (Vogelsberg)
38,Lehrbach
38,Leusel
38,Liederbach
38,Lingelbach
38,Maar
38,Maulbach
38,Meiches
38,Merlau
38,Metzlos
38,Metzlos-Gehaag
38,Michelbach
38,Mücke
38,Münch-Leusel
38,Nieder-Breidenbach
38,Nieder-Gemünden
38,Nieder-Moos
38,Nieder-Ofleiden
38,Nieder-Ohmen
38,Nieder-Stoll
38,Nösberts-Weidmoos
38,Ober-Breidenbach
38,Ober-Gleen
38,Ober-Moos
38,Ober-Ofleiden
38,Ober-Ohmen
38,Ober-Seibertenrod
38,Ober-Sorg
38,Ober-Wegfurth
38,Ohmes
38,Otterbach
38,Pfordt
38,Queck
38,Radmühl (Hess.)
38,Radmühl (Preuß.)
38,Rainrod-A
38,Rainrod-L
38,Rebgeshain
38,Reibertenrod
38,Reichlos
38,Reimenrod
38,Reinhards
38,Renzendorf
38,Reuters
38,Rimbach
38,Rimlos
38,Rixfeld
38,Romrod
38,Rudingshain
38,Rudlos
38,Ruhlkirchen
38,Rülfenrod
38,Ruppertenrod
38,Salz
38,Sandlofs
38,Schadenbach
38,Schadges
38,Schlechtenwegen
38,Schlitz
38,Schotten
38,Schwabenrod
38,Schwalmtal
38,Schwarz
38,Seibelsdorf
38,Sellnrod
38,Sichenhausen
38,Sickendorf
38,Steinfurt
38,Stockhausen
38,Storndorf
38,Strebendorf
38,Stumpertenrod
38,Udenhausen
38,Üllershausen
38,Ulrichstein
38,Unter-Schwarz
38,Unter-Seibertenrod
38,Unter-Sorg
38,Unter-Wegfurth
38,Ützhausen
38,Vadenrod
38,Vaitshain
38,Vockenrod
38,Volkartshain
38,Wahlen
38,Wallenrod
38,Wallersdorf
38,Wartenberg
38,Weidenau
38,Wernges
38,Wettsaasen
38,Willofs
38,Windhausen
38,Wingershausen
38,Wohnfeld
38,Wünschen-Moos
38,Zahmen
38,Zeilbach
38,Zell
39,Ahnatal
39,Altenbauna
39,Altendorf
39,Altenhasungen
39,Altenritte
39,Altenstädt
39,Arenborn
39,Bad Emstal
39,Bad Karlshafen
39,Balhorn
39,Baunatal
39,Beberbeck
39,Bergshausen
39,Bettenhausen
39,Breitenbach
39,Breuna
39,Bründersen
39,Burghasungen
39,Burguffeln
39,Calden
39,Carlsdorf
39,Crumbach
39,Deisel
39,Dennhausen
39,Dittershausen
39,Dörnberg
39,Dörnhagen
39,Eberschütz
39,Ehlen
39,Ehrsten
39,Eiterhagen
39,Elben
39,Elberberg
39,Elgershausen
39,Elmarshausen
39,Elmshagen
39,Ersen
39,Escheberg
39,Eschenstruth
39,Espenau
39,Friedrichsdorf
39,Friedrichsfeld
39,Frommershausen
39,Fuldabrück
39,Fuldatal
39,Fürstenwald
39,Gewissenruh
39,Gieselwerder
39,Gottsbüren
39,Gottstreu
39,Grebenstein
39,Grimelsheim
39,Großenritte
39,Guntershausen
39,Gutsbezirk Reinhardswald
39,Habichtswald
39,Harleshausen
39,Haueda
39,Heckershausen
39,Heiligenrode
39,Heimarshausen
39,Heisebeck
39,Helmarshausen
39,Helsa
39,Hertingshausen
39,Hofgeismar
39,Hohenborn
39,Hohenkirchen
39,Holzhausen
39,Hombressen
39,Hoof
39,Hümme
39,Ihringshausen
39,Immenhausen
39,Ippinghausen
39,Istha
39,Karlshafen
39,Kassel
39,Kaufungen
39,Kelze
39,Kirchbauna
39,Kirchditmold
39,Knickhagen
39,Laar
39,Lamerden
39,Langenthal
39,Leckringhausen
39,Liebenau
39,Lippoldsberg
39,Lohfelden
39,Mariendorf
39,Martinhagen
39,Meimbressen
39,Merxhausen
39,Mönchehof
39,Naumburg
39,Niederelsungen
39,Niederkaufungen
39,Niederlistingen
39,Niedermeiser
39,Niedervellmar
39,Niederzwehren
39,Nieste
39,Niestetal
39,Nordshausen
39,Nothfelden
39,Oberelsungen
39,Oberförsterei Gahrenberg
39,Oberkaufungen
39,Oberlistingen
39,Obermeiser
39,Obervellmar
39,Oberweser
39,Oberzwehren
39,Ochshausen
39,Oedelsheim
39,Oelshausen
39,Ostheim
39,Reinhardshagen
39,Rengershausen
39,Riede
39,Rothenditmold
39,Rothwesten
39,Sababurg
39,Sand
39,Sandershausen
39,Sankt Ottilien
39,Schachten
39,Schauenburg
39,Schöneberg
39,Sielen
39,Simmershausen
39,Söhrewald
39,Stammen
39,Trendelburg
39,Udenhausen
39,Vaake
39,Veckerhagen
39,Vellmar
39,Vernawahlshausen
39,Viesebeck
39,Vollmarshausen
39,Wahlershausen
39,Wahlsburg
39,Wahnhausen
39,Waldau
39,Wattenbach
39,Wehlheiden
39,Weimar
39,Wellerode
39,Wenigenhasungen
39,Westuffeln
39,Wettesingen
39,Wickenrode
